DN	Draw Date	L1	L2	L3	L4	L5	L6
3098	16-Jun-11	04	13	14	32	35	39
3099	18-Jun-11	03	06	13	25	34	40
3100	21-Jun-11	04	18	24	37	41	42
3101	23-Jun-11	07	13	14	29	30	42
3102	25-Jun-11	07	08	16	17	26	28
3103	28-Jun-11	04	17	20	22	29	33
3104	30-Jun-11	04	06	11	12	40	42
3105	2-Jul-11	03	04	07	09	21	38
3106	5-Jul-11	08	13	15	26	30	42
3107	7-Jul-11	03	04	07	29	30	34
3108	9-Jul-11	08	09	23	26	35	36
3109	12-Jul-11	01	05	26	32	39	42
3110	14-Jul-11	06	14	15	18	24	34
3111	16-Jul-11	12	30	32	35	39	42
3112	19-Jul-11	01	19	23	25	32	35
3113	21-Jul-11	02	03	04	12	15	27
3114	23-Jul-11	01	24	28	29	32	37
3115	26-Jul-11	08	09	17	20	21	37
3116	28-Jul-11	01	06	07	19	28	33
3117	30-Jul-11	03	15	19	23	25	38
3118	2-Aug-11	05	19	23	37	38	39
3119	4-Aug-11	02	09	20	23	26	32
3120	6-Aug-11	03	08	15	16	35	38
3121	9-Aug-11	01	03	16	23	39	42
3122	11-Aug-11	01	03	05	22	30	39
3123	13-Aug-11	01	05	06	09	15	25
3124	16-Aug-11	02	09	10	21	24	28
3125	18-Aug-11	02	03	06	22	37	41
3126	20-Aug-11	12	13	14	24	34	37
3127	23-Aug-11	13	21	23	25	28	37
3128	25-Aug-11	15	16	17	30	36	41
3129	27-Aug-11	02	04	05	19	31	34
3130	30-Aug-11	07	12	27	29	30	38
3131	1-Sep-11	01	02	06	10	14	39
3132	3-Sep-11	10	13	24	30	32	42
3133	6-Sep-11	06	16	17	28	29	38
3134	8-Sep-11	05	06	09	10	15	42
3135	10-Sep-11	06	07	11	17	22	33
3136	13-Sep-11	01	05	07	11	17	42
3137	15-Sep-11	05	10	20	36	39	40
3138	17-Sep-11	03	15	19	23	26	27
3139	20-Sep-11	09	12	14	30	37	39
3140	22-Sep-11	03	04	08	23	28	40
3141	24-Sep-11	02	04	10	12	15	31
3142	27-Sep-11	20	27	35	36	38	39
3143	29-Sep-11	03	08	20	28	32	42
3144	1-Oct-11	04	25	27	33	34	42
3145	4-Oct-11	10	21	27	33	41	42
3146	6-Oct-11	02	22	23	25	36	37
3147	8-Oct-11	09	12	26	29	38	40
3148	11-Oct-11	06	08	16	19	27	32
3149	13-Oct-11	01	02	04	15	16	31
3150	15-Oct-11	02	12	21	28	33	40
3151	18-Oct-11	12	17	18	31	38	40
3152	20-Oct-11	18	24	26	33	36	39
3153	22-Oct-11	01	10	20	33	36	39
3154	25-Oct-11	04	06	12	26	31	41
3155	27-Oct-11	10	12	14	16	24	25
3156	29-Oct-11	06	12	15	17	34	37
3157	1-Nov-11	10	18	21	26	28	33
3158	3-Nov-11	14	19	26	29	31	42
3159	5-Nov-11	01	11	15	31	37	38
3160	8-Nov-11	01	04	14	15	36	39
3161	10-Nov-11	17	20	27	32	39	42
3162	12-Nov-11	01	03	06	07	08	40
3163	15-Nov-11	05	12	23	24	32	35
3164	17-Nov-11	06	08	14	20	22	24
3165	19-Nov-11	04	05	13	18	22	23
3166	22-Nov-11	05	06	10	15	39	40
3167	24-Nov-11	02	05	15	24	39	41
3168	26-Nov-11	05	08	14	15	22	36
3169	29-Nov-11	10	25	27	30	32	41
3170	1-Dec-11	11	22	34	36	39	40
3171	3-Dec-11	01	02	18	20	24	27
3172	6-Dec-11	02	10	16	17	28	39
3173	8-Dec-11	02	06	13	20	25	36
3174	10-Dec-11	03	05	11	22	27	39
3175	13-Dec-11	11	13	20	28	37	42
3176	15-Dec-11	07	09	14	27	35	41
3177	17-Dec-11	01	09	10	13	27	38
3178	20-Dec-11	04	07	16	18	36	39
3179	22-Dec-11	08	13	27	31	35	37
3180	24-Dec-11	01	13	15	16	17	24
3181	27-Dec-11	04	18	23	34	35	39
3182	29-Dec-11	02	05	06	17	24	28
3183	31-Dec-11	03	15	25	28	30	37
3184	3-Jan-12	01	13	17	21	31	38
3185	5-Jan-12	05	16	22	26	41	42
3186	7-Jan-12	06	13	17	25	28	38
3187	10-Jan-12	04	06	09	16	24	33
3188	12-Jan-12	01	12	18	23	24	36
3189	14-Jan-12	01	04	28	34	39	42
3190	17-Jan-12	01	14	19	34	39	41
3191	19-Jan-12	10	11	13	17	28	34
3192	21-Jan-12	15	19	26	27	30	31
3193	24-Jan-12	15	16	21	26	28	30
3194	26-Jan-12	10	17	21	32	35	42
3195	28-Jan-12	02	05	27	33	37	40
3196	31-Jan-12	02	05	18	28	36	38
3197	2-Feb-12	01	05	10	18	31	38
3198	4-Feb-12	02	05	19	23	26	39
3199	7-Feb-12	08	09	11	22	25	29
3200	9-Feb-12	07	14	19	27	32	35
3201	11-Feb-12	01	06	17	23	25	38
3202	14-Feb-12	14	20	23	30	34	39
3203	16-Feb-12	04	22	23	25	31	42
3204	18-Feb-12	01	02	17	21	40	41
3205	21-Feb-12	02	13	17	27	35	41
3206	23-Feb-12	06	10	22	25	30	31
3207	25-Feb-12	04	10	12	17	27	40
3208	28-Feb-12	04	07	08	11	20	41
3209	1-Mar-12	02	03	08	18	33	37
3210	3-Mar-12	05	22	23	33	41	42
3211	6-Mar-12	03	08	30	32	34	39
3212	8-Mar-12	04	12	17	22	23	42
3213	10-Mar-12	26	28	32	37	39	42
3214	13-Mar-12	04	09	12	20	30	40
3215	15-Mar-12	04	06	15	21	32	35
3216	17-Mar-12	13	18	20	24	39	42
3217	20-Mar-12	01	02	13	18	21	37
3218	22-Mar-12	01	03	14	24	27	28
3219	24-Mar-12	04	05	11	15	30	42
3220	27-Mar-12	02	06	19	22	27	35
3221	29-Mar-12	03	23	27	29	30	33
3222	31-Mar-12	01	08	17	22	23	30
3223	3-Apr-12	05	06	18	19	38	40
3224	10-Apr-12	03	12	15	17	22	23
3225	12-Apr-12	05	08	26	29	34	35
3226	14-Apr-12	02	03	06	14	26	31
3227	17-Apr-12	01	17	22	24	30	38
3228	19-Apr-12	02	23	31	33	34	39
3229	21-Apr-12	09	12	14	19	24	35
3230	24-Apr-12	01	04	10	13	24	37
3231	26-Apr-12	11	18	19	24	33	42
3232	28-Apr-12	03	07	09	11	17	31
3233	1-May-12	02	13	15	19	25	41
3234	3-May-12	06	09	11	13	20	30
3235	5-May-12	12	13	21	26	32	36
3236	8-May-12	12	16	21	22	38	42
3237	10-May-12	08	14	18	24	28	29
3238	12-May-12	06	14	22	27	28	36
3239	15-May-12	02	08	15	30	31	35
3240	17-May-12	05	06	08	24	33	39
3241	19-May-12	15	24	26	32	37	40
3242	22-May-12	13	16	26	27	29	37
3243	24-May-12	06	10	20	32	35	37
3244	26-May-12	01	07	09	10	11	41
3245	29-May-12	18	23	32	35	36	39
3246	31-May-12	08	11	14	16	19	30
3247	2-Jun-12	02	06	13	20	27	31
3248	5-Jun-12	13	20	28	29	31	33
3249	7-Jun-12	06	10	21	22	30	33
3250	9-Jun-12	17	18	29	30	33	41
3251	12-Jun-12	06	09	16	23	27	36
3252	14-Jun-12	02	20	22	30	35	37
3253	16-Jun-12	04	09	13	18	34	39
3254	19-Jun-12	02	08	09	15	33	42
3255	21-Jun-12	13	19	20	23	34	42
3256	23-Jun-12	03	04	16	27	28	32
3257	26-Jun-12	03	10	11	14	21	22
3258	28-Jun-12	05	10	13	14	25	30
3259	30-Jun-12	03	04	29	31	37	39
3260	3-Jul-12	05	10	18	22	23	27
3261	5-Jul-12	04	20	21	26	33	40
3262	7-Jul-12	03	11	23	33	40	42
3263	10-Jul-12	08	14	18	20	30	34
3264	12-Jul-12	01	06	13	17	22	32
3265	14-Jul-12	13	14	18	22	23	29
3266	17-Jul-12	07	08	19	22	23	28
3267	19-Jul-12	06	12	16	21	35	37
3268	21-Jul-12	02	19	26	29	32	41
3269	24-Jul-12	15	17	26	28	32	34
3270	26-Jul-12	14	15	21	23	25	28
3271	28-Jul-12	02	03	05	10	31	34
3272	31-Jul-12	01	02	04	28	29	41
3273	2-Aug-12	01	06	10	20	32	38
3274	4-Aug-12	15	19	23	28	30	33
3275	7-Aug-12	04	15	20	35	39	41
3276	9-Aug-12	14	22	25	33	41	42
3277	11-Aug-12	10	15	19	23	38	42
3278	14-Aug-12	07	12	16	21	24	42
3279	16-Aug-12	05	06	22	24	37	39
3280	18-Aug-12	21	24	26	27	36	41
3281	21-Aug-12	04	17	18	24	33	35
3282	23-Aug-12	02	17	22	24	25	26
3283	25-Aug-12	02	04	11	16	23	35
3284	28-Aug-12	04	09	11	12	27	29
3285	30-Aug-12	07	12	19	27	32	35
3286	1-Sep-12	09	16	18	28	33	42
3287	4-Sep-12	03	07	19	20	30	39
3288	6-Sep-12	06	19	21	29	33	37
3289	8-Sep-12	03	07	24	25	27	35
3290	11-Sep-12	08	12	14	15	16	42
3291	13-Sep-12	08	09	19	28	38	42
3292	15-Sep-12	03	07	16	25	28	38
3293	18-Sep-12	06	13	24	34	39	40
3294	20-Sep-12	19	27	30	31	37	40
3295	22-Sep-12	01	03	18	19	31	41
3296	25-Sep-12	06	20	25	30	32	36
3297	27-Sep-12	03	05	19	30	35	41
3298	29-Sep-12	04	09	10	15	21	23
3299	2-Oct-12	06	12	26	32	37	41
3300	4-Oct-12	01	04	08	09	33	37
3301	6-Oct-12	11	16	20	26	33	40
3302	9-Oct-12	13	19	25	30	34	38
3303	11-Oct-12	15	18	19	23	36	39
3304	13-Oct-12	03	06	08	10	29	36
3305	16-Oct-12	05	10	13	19	29	39
3306	18-Oct-12	05	11	12	21	22	28
3307	20-Oct-12	07	12	15	19	26	38
3308	23-Oct-12	02	07	11	28	36	39
3309	25-Oct-12	02	09	11	17	18	33
3310	27-Oct-12	07	11	18	26	29	41
3311	30-Oct-12	02	12	13	33	35	39
3312	1-Nov-12	14	18	19	36	37	39
3313	3-Nov-12	14	16	20	23	36	37
3314	6-Nov-12	07	13	16	25	34	42
3315	8-Nov-12	02	04	20	22	24	32
3316	10-Nov-12	07	09	18	33	35	36
3317	13-Nov-12	04	06	29	32	35	36
3318	15-Nov-12	06	08	11	20	30	38
3319	17-Nov-12	04	07	10	19	24	28
3320	20-Nov-12	07	12	25	29	35	39
3321	22-Nov-12	12	19	22	27	29	33
3322	24-Nov-12	12	16	33	35	37	39
3323	27-Nov-12	01	21	27	29	32	35
3324	29-Nov-12	09	12	20	23	31	35
3325	1-Dec-12	14	15	17	29	32	42
3326	4-Dec-12	03	04	21	39	40	42
3327	6-Dec-12	06	16	17	21	34	40
3328	8-Dec-12	03	05	25	27	32	40
3329	11-Dec-12	08	12	18	21	37	40
3330	13-Dec-12	06	08	16	21	23	24
3331	15-Dec-12	06	14	15	23	32	37
3332	18-Dec-12	08	09	18	22	25	35
3333	20-Dec-12	01	12	18	37	40	42
3334	22-Dec-12	07	08	09	10	13	35
3335	27-Dec-12	05	11	27	30	37	39
3336	29-Dec-12	04	13	14	16	26	33
3337	3-Jan-13	08	21	23	27	37	39
3338	5-Jan-13	15	19	23	28	31	33
3339	8-Jan-13	02	08	20	21	23	33
3340	10-Jan-13	03	15	30	39	41	42
3341	12-Jan-13	05	14	27	30	34	41
3342	15-Jan-13	01	05	09	10	18	22
3343	17-Jan-13	08	28	32	35	36	42
3344	19-Jan-13	04	10	22	26	35	40
3345	22-Jan-13	08	16	17	21	27	34
3346	24-Jan-13	12	19	24	33	34	41
3347	26-Jan-13	12	14	28	34	36	42
3348	29-Jan-13	14	23	30	35	36	41
3349	31-Jan-13	09	13	16	29	30	41
3350	2-Feb-13	11	18	27	31	40	42
3351	5-Feb-13	11	15	19	28	33	42
3352	7-Feb-13	02	09	17	19	22	42
3353	9-Feb-13	10	11	15	19	27	38
3354	12-Feb-13	05	13	17	19	30	39
3355	14-Feb-13	04	16	19	20	34	41
3356	16-Feb-13	01	06	08	12	28	37
3357	19-Feb-13	07	11	16	24	26	27
3358	21-Feb-13	02	09	10	20	30	33
3359	23-Feb-13	08	22	24	31	34	35
3360	26-Feb-13	05	16	17	22	24	26
3361	28-Feb-13	13	14	20	25	30	35
3362	2-Mar-13	02	05	07	16	20	40
3363	5-Mar-13	03	05	16	37	40	41
3364	7-Mar-13	08	11	18	26	38	40
3365	9-Mar-13	12	16	20	32	35	36
3366	12-Mar-13	02	21	26	31	34	42
3367	14-Mar-13	06	07	15	17	32	40
3368	16-Mar-13	04	14	17	29	30	38
3369	19-Mar-13	02	07	11	14	31	33
3370	21-Mar-13	16	21	25	29	30	35
3371	23-Mar-13	01	07	15	22	29	35
3372	26-Mar-13	03	20	31	32	38	41
3373	2-Apr-13	01	05	08	23	24	37
3374	4-Apr-13	04	06	27	31	39	40
3375	6-Apr-13	01	07	22	24	30	41
3376	9-Apr-13	05	24	27	29	30	31
3377	11-Apr-13	06	07	17	19	22	24
3378	13-Apr-13	03	11	18	22	24	39
3379	16-Apr-13	07	12	17	23	26	28
3380	18-Apr-13	08	16	18	24	31	33
3381	20-Apr-13	12	15	19	25	31	33
3382	23-Apr-13	13	14	30	33	37	39
3383	25-Apr-13	02	05	16	20	26	32
3384	27-Apr-13	03	06	14	19	39	40
3385	30-Apr-13	03	20	26	33	36	37
3386	2-May-13	02	05	12	16	18	28
3387	4-May-13	08	16	21	25	29	32
3388	7-May-13	01	04	10	15	35	38
3389	9-May-13	02	07	10	22	24	37
3390	11-May-13	01	09	14	20	31	34
3391	14-May-13	03	04	09	35	40	41
3392	16-May-13	03	07	11	13	22	24
3393	18-May-13	07	28	29	30	38	42
3394	21-May-13	04	11	22	31	34	35
3395	23-May-13	16	18	26	27	29	34
3396	25-May-13	04	16	20	24	27	32
3397	28-May-13	03	04	05	10	16	21
3398	30-May-13	04	08	13	30	31	32
3399	1-Jun-13	09	14	22	27	28	34
3400	4-Jun-13	04	11	15	31	33	34
3401	6-Jun-13	05	10	13	19	22	25
3402	8-Jun-13	07	21	22	27	30	33
3403	11-Jun-13	04	19	20	28	30	39
3404	13-Jun-13	09	14	18	22	30	33
3405	15-Jun-13	06	21	23	33	34	38
3406	18-Jun-13	19	24	28	32	35	36
3407	20-Jun-13	13	19	23	27	32	37
3408	22-Jun-13	01	04	07	14	17	35
3409	25-Jun-13	07	11	26	32	33	36
3410	27-Jun-13	08	22	27	32	35	38
3411	29-Jun-13	08	26	28	35	38	39
3412	2-Jul-13	07	08	10	16	25	27
3413	4-Jul-13	08	13	14	20	37	39
3414	6-Jul-13	13	20	23	25	27	28
3415	9-Jul-13	07	11	15	21	29	39
3416	11-Jul-13	08	14	15	16	27	37
3417	13-Jul-13	07	12	23	26	34	38
3418	16-Jul-13	01	03	24	27	29	42
3419	18-Jul-13	05	10	27	29	34	35
3420	20-Jul-13	02	03	08	09	36	38
3421	23-Jul-13	06	12	13	31	32	42
3422	25-Jul-13	04	07	19	21	22	25
3423	27-Jul-13	16	29	30	36	39	41
3424	30-Jul-13	10	14	20	27	30	35
3425	1-Aug-13	05	10	11	22	27	42
3426	3-Aug-13	06	14	35	37	40	41
3427	6-Aug-13	04	07	13	29	38	41
3428	8-Aug-13	07	08	20	24	29	40
3429	10-Aug-13	11	19	30	35	39	40
3430	13-Aug-13	08	15	18	19	30	40
3431	15-Aug-13	08	11	13	30	37	40
3432	17-Aug-13	08	11	25	32	35	37
3433	20-Aug-13	13	15	16	30	35	42
3434	22-Aug-13	01	06	08	10	18	42
3435	24-Aug-13	01	22	25	29	38	40
3436	27-Aug-13	02	16	18	35	38	39
3437	29-Aug-13	09	17	29	34	36	42
3438	31-Aug-13	02	05	20	28	35	41
3439	3-Sep-13	01	16	22	36	38	39
3440	5-Sep-13	06	11	23	31	35	40
3441	7-Sep-13	21	24	27	29	32	40
3442	10-Sep-13	13	15	16	17	28	36
3443	12-Sep-13	08	12	23	24	25	40
3444	14-Sep-13	01	09	28	30	31	34
3445	17-Sep-13	05	09	22	27	32	36
3446	19-Sep-13	16	21	35	37	38	42
3447	21-Sep-13	02	05	08	20	25	39
3448	24-Sep-13	11	14	22	31	33	34
3449	26-Sep-13	01	03	04	19	26	27
3450	28-Sep-13	02	18	26	35	38	40
3451	1-Oct-13	03	07	14	17	23	32
3452	3-Oct-13	09	11	18	31	33	38
3453	5-Oct-13	01	06	11	13	23	31
3454	8-Oct-13	03	04	19	24	31	37
3455	10-Oct-13	09	16	19	27	35	42
3456	12-Oct-13	06	09	13	36	37	39
3457	15-Oct-13	06	09	15	19	26	27
3458	17-Oct-13	18	23	25	35	39	40
3459	19-Oct-13	07	11	15	18	19	33
3460	22-Oct-13	10	15	21	35	38	39
3461	24-Oct-13	04	12	20	21	22	25
3462	26-Oct-13	11	16	20	28	29	35
3463	29-Oct-13	03	17	20	23	28	37
3464	31-Oct-13	04	06	07	14	30	35
3465	2-Nov-13	01	07	24	25	30	37
3466	5-Nov-13	08	11	17	20	30	32
3467	7-Nov-13	04	18	19	20	22	41
3468	9-Nov-13	02	03	08	28	30	42
3469	12-Nov-13	03	05	16	24	25	32
3470	14-Nov-13	04	14	15	18	39	42
3471	16-Nov-13	02	03	17	26	30	41
3472	19-Nov-13	10	26	32	36	40	41
3473	21-Nov-13	14	16	28	32	36	38
3474	23-Nov-13	15	17	18	30	35	40
3475	26-Nov-13	01	02	15	22	34	36
3476	28-Nov-13	08	10	12	20	26	32
3477	30-Nov-13	01	07	24	33	40	42
3478	3-Dec-13	03	06	15	20	23	25
3479	5-Dec-13	04	09	17	26	29	41
3480	7-Dec-13	02	03	11	16	18	30
3481	10-Dec-13	12	19	21	25	38	42
3482	12-Dec-13	04	15	18	21	32	37
3483	14-Dec-13	03	04	11	13	27	38
3484	17-Dec-13	01	10	18	24	34	35
3485	19-Dec-13	05	10	12	17	30	36
3486	21-Dec-13	02	04	25	32	34	38
3487	24-Dec-13	01	15	16	20	24	41
3488	26-Dec-13	03	20	29	36	40	41
3489	28-Dec-13	03	11	16	31	34	41
3490	31-Dec-13	14	19	29	37	38	41
3491	2-Jan-14	04	10	14	15	16	39
3492	4-Jan-14	06	07	18	26	33	40
3493	7-Jan-14	06	10	25	32	38	41
3494	9-Jan-14	13	19	20	21	23	27
3495	11-Jan-14	16	19	21	22	34	38
3496	14-Jan-14	08	14	24	36	37	42
3497	16-Jan-14	11	12	22	29	33	36
3498	18-Jan-14	03	08	25	26	27	41
3499	21-Jan-14	03	10	12	19	32	37
3500	23-Jan-14	03	09	11	15	22	40
3501	25-Jan-14	07	20	22	24	34	35
3502	28-Jan-14	12	17	19	20	27	31
3503	30-Jan-14	04	07	09	19	33	40
3504	1-Feb-14	04	08	11	12	20	21
3505	4-Feb-14	08	09	23	24	28	33
3506	6-Feb-14	01	05	09	32	33	37
3507	8-Feb-14	06	09	11	16	19	22
3508	11-Feb-14	20	22	29	35	41	42
3509	13-Feb-14	05	11	21	25	39	41
3510	15-Feb-14	03	12	16	29	31	34
3511	18-Feb-14	05	16	21	26	30	32
3512	20-Feb-14	06	08	10	20	26	35
3513	22-Feb-14	08	16	27	32	34	38
3514	25-Feb-14	06	14	21	32	37	40
3515	27-Feb-14	15	16	19	24	28	38
3516	1-Mar-14	02	03	04	21	29	31
3517	4-Mar-14	03	24	25	30	34	35
3518	6-Mar-14	04	09	10	21	26	39
3519	8-Mar-14	01	02	03	11	22	37
3520	11-Mar-14	06	12	25	34	38	40
3521	13-Mar-14	01	05	15	20	21	23
3522	15-Mar-14	04	12	19	22	25	26
3523	18-Mar-14	10	14	19	20	21	24
3524	20-Mar-14	08	10	11	13	16	32
3525	22-Mar-14	01	21	28	30	35	42
3526	25-Mar-14	05	06	15	18	24	27
3527	27-Mar-14	05	12	27	31	34	41
3528	29-Mar-14	07	13	16	23	29	32
3529	1-Apr-14	04	08	12	27	33	40
3530	3-Apr-14	01	03	23	25	31	36
3531	5-Apr-14	02	09	14	21	25	31
3532	8-Apr-14	02	05	14	28	30	37
3533	10-Apr-14	02	07	19	27	41	42
3534	12-Apr-14	13	28	33	39	40	41
3535	15-Apr-14	01	03	15	18	30	31
3536	22-Apr-14	05	11	22	30	33	41
3537	24-Apr-14	01	17	31	34	37	42
3538	26-Apr-14	13	18	20	26	27	32
3539	29-Apr-14	05	06	11	20	39	42
3540	1-May-14	28	29	34	37	40	41
3541	3-May-14	12	14	18	19	22	27
3542	6-May-14	03	10	12	20	33	41
3543	8-May-14	01	08	21	23	26	37
3544	10-May-14	13	19	22	24	29	34
3545	13-May-14	05	15	16	19	29	40
3546	15-May-14	07	10	20	27	39	42
3547	17-May-14	02	14	21	27	28	34
3548	20-May-14	14	18	19	20	26	34
3549	22-May-14	06	12	14	16	17	20
3550	24-May-14	05	11	18	31	38	41
3551	27-May-14	13	17	21	38	40	42
3552	29-May-14	04	05	10	12	30	31
3553	31-May-14	02	14	18	27	30	39
3554	3-Jun-14	04	05	09	17	23	28
3555	5-Jun-14	04	08	14	22	23	35
3556	7-Jun-14	17	26	30	31	33	38
3557	10-Jun-14	10	15	25	28	39	41
3558	12-Jun-14	04	17	23	27	33	41
3559	14-Jun-14	01	05	08	11	15	37
3560	17-Jun-14	14	18	24	27	33	38
3561	19-Jun-14	05	06	30	32	33	35
3562	21-Jun-14	12	14	17	21	26	38
3563	24-Jun-14	04	05	23	26	29	36
3564	26-Jun-14	13	16	18	27	30	31
3565	28-Jun-14	01	04	06	18	27	29
3566	1-Jul-14	06	22	30	32	37	39
3567	3-Jul-14	02	04	06	22	30	40
3568	5-Jul-14	08	11	21	27	37	39
3569	8-Jul-14	04	15	17	26	37	38
3570	10-Jul-14	18	20	23	26	31	33
3571	12-Jul-14	03	23	32	34	38	39
3572	15-Jul-14	01	07	12	17	19	31
3573	17-Jul-14	02	04	21	31	34	36
3574	19-Jul-14	03	15	26	29	35	42
3575	22-Jul-14	04	18	21	23	31	40
3576	24-Jul-14	03	05	15	16	24	37
3577	26-Jul-14	06	11	26	33	38	41
3578	29-Jul-14	04	10	28	33	36	40
3579	31-Jul-14	09	17	22	23	29	35
3580	2-Aug-14	05	09	19	21	31	36
3581	5-Aug-14	03	13	18	24	36	39
3582	7-Aug-14	03	21	22	26	31	38
3583	9-Aug-14	16	17	31	37	38	41
3584	12-Aug-14	05	11	20	31	33	40
3585	14-Aug-14	05	20	27	29	32	34
3586	16-Aug-14	08	19	22	26	38	40
3587	19-Aug-14	01	02	17	28	32	40
3588	21-Aug-14	12	27	32	34	35	38
3589	23-Aug-14	08	09	13	15	16	28
3590	26-Aug-14	01	07	24	28	34	42
3591	28-Aug-14	07	24	30	35	38	42
3592	30-Aug-14	05	09	10	12	17	28
3593	2-Sep-14	04	08	22	28	29	40
3594	4-Sep-14	01	04	24	28	29	41
3595	6-Sep-14	15	21	27	39	40	42
3596	9-Sep-14	01	12	13	20	24	36
3597	11-Sep-14	19	20	22	25	30	39
3598	13-Sep-14	07	16	22	28	29	41
3599	16-Sep-14	03	18	20	22	26	35
3600	18-Sep-14	02	04	19	35	37	41
3601	20-Sep-14	01	02	08	20	24	29
3602	23-Sep-14	07	08	20	26	36	42
3603	25-Sep-14	01	10	12	21	37	40
3604	27-Sep-14	01	25	31	38	39	41
3605	30-Sep-14	01	15	20	25	30	42
3606	2-Oct-14	09	21	31	36	40	41
3607	4-Oct-14	01	10	11	32	34	35
3608	7-Oct-14	14	16	19	24	25	35
3609	9-Oct-14	01	06	07	11	17	26
3610	11-Oct-14	04	12	15	33	34	35
3611	14-Oct-14	02	07	12	19	34	37
3612	16-Oct-14	02	04	12	19	35	39
3613	18-Oct-14	03	10	15	20	38	42
3614	21-Oct-14	05	09	13	28	30	42
3615	23-Oct-14	02	04	14	17	23	41
3616	25-Oct-14	05	06	07	14	37	40
3617	28-Oct-14	10	11	14	19	26	32
3618	30-Oct-14	12	14	27	28	32	40
3619	1-Nov-14	08	09	11	21	30	37
3620	4-Nov-14	01	02	04	35	37	39
3621	6-Nov-14	07	27	33	34	40	42
3622	8-Nov-14	05	19	22	25	27	38
3623	11-Nov-14	02	09	15	20	21	30
3624	13-Nov-14	13	20	23	35	40	41
3625	15-Nov-14	10	13	14	20	23	31
3626	18-Nov-14	19	20	23	26	29	34
3627	20-Nov-14	02	03	07	09	17	37
3628	22-Nov-14	02	21	24	30	36	37
3629	25-Nov-14	02	03	07	33	38	41
3630	27-Nov-14	14	19	23	29	30	34
3631	29-Nov-14	09	14	21	33	36	38
3632	2-Dec-14	09	10	15	18	20	27
3633	4-Dec-14	09	28	30	34	40	41
3634	6-Dec-14	10	17	34	35	41	42
3635	9-Dec-14	02	16	25	33	35	39
3636	11-Dec-14	02	16	20	26	31	34
3637	13-Dec-14	01	02	07	20	31	42
3638	16-Dec-14	02	07	35	37	38	39
3639	18-Dec-14	06	07	12	15	28	35
3640	20-Dec-14	10	12	23	29	35	41
3641	23-Dec-14	04	09	11	24	29	37
3642	27-Dec-14	10	18	25	33	40	41
3643	30-Dec-14	01	03	10	13	27	36
3644	3-Jan-15	06	28	29	32	39	41
3645	6-Jan-15	10	11	15	24	36	37
3646	8-Jan-15	04	19	30	35	36	41
3647	10-Jan-15	05	06	23	26	39	40
3648	13-Jan-15	09	24	25	29	30	34
3649	15-Jan-15	01	04	07	15	27	41
3650	17-Jan-15	01	06	33	36	39	42
3651	20-Jan-15	15	24	30	33	37	40
3652	22-Jan-15	02	03	23	25	29	36
3653	24-Jan-15	03	19	20	22	23	34
3654	27-Jan-15	02	07	08	09	20	41
3655	29-Jan-15	09	11	14	19	21	41
3656	31-Jan-15	06	23	24	25	38	39
3657	3-Feb-15	05	11	13	22	26	38
3658	5-Feb-15	09	13	21	26	27	33
3659	7-Feb-15	12	17	19	26	29	41
3660	10-Feb-15	05	06	15	24	30	36
3661	12-Feb-15	12	18	19	21	22	42
3662	14-Feb-15	05	10	17	19	20	29
3663	17-Feb-15	05	15	22	31	37	40
3664	19-Feb-15	09	13	15	23	25	42
3665	21-Feb-15	02	10	13	26	27	41
3666	24-Feb-15	04	06	15	21	30	42
3667	26-Feb-15	07	09	15	21	31	40
3668	28-Feb-15	04	06	11	19	22	39
3669	3-Mar-15	07	12	25	27	33	42
3670	5-Mar-15	10	12	15	16	21	26
3671	7-Mar-15	01	05	17	31	32	42
3672	10-Mar-15	17	24	34	36	37	39
3673	12-Mar-15	01	12	13	23	25	40
3674	14-Mar-15	04	06	10	17	22	28
3675	17-Mar-15	10	11	12	19	38	40
3676	19-Mar-15	01	15	16	20	39	42
3677	21-Mar-15	12	14	27	34	38	41
3678	24-Mar-15	15	16	17	26	32	39
3679	26-Mar-15	13	19	25	34	35	38
3680	28-Mar-15	03	05	10	16	19	37
3681	31-Mar-15	12	13	21	28	37	38
3682	7-Apr-15	08	11	27	32	36	40
3683	9-Apr-15	18	28	31	34	39	41
3684	11-Apr-15	08	11	18	32	33	35
3685	14-Apr-15	10	15	25	30	40	42
3686	16-Apr-15	12	13	17	25	26	33
3687	18-Apr-15	01	05	08	24	28	29
3688	21-Apr-15	02	12	15	17	39	42
3689	23-Apr-15	26	28	35	36	39	42
3690	25-Apr-15	02	06	13	22	23	41
3691	28-Apr-15	08	11	16	35	38	40
3692	30-Apr-15	04	11	23	25	28	34
3693	2-May-15	04	08	11	12	16	42
3694	5-May-15	16	21	26	27	39	40
3695	7-May-15	02	07	22	24	26	37
3696	9-May-15	01	03	06	15	19	30
3697	12-May-15	04	08	17	26	32	41
3698	14-May-15	02	08	16	21	26	33
3699	16-May-15	02	10	16	17	31	42
3700	19-May-15	02	04	06	13	22	38
3701	21-May-15	04	08	10	14	29	33
3702	23-May-15	27	29	32	33	36	41
3703	26-May-15	13	14	18	26	33	42
3704	28-May-15	02	14	21	27	31	40
3705	30-May-15	02	10	15	20	25	39
3706	2-Jun-15	01	03	12	16	20	29
3707	4-Jun-15	05	12	19	31	38	41
3708	6-Jun-15	10	14	26	31	38	42
3709	9-Jun-15	07	19	20	29	32	34
